Semana,Agencia_ID,Canal_ID,Ruta_SAK,Cliente_ID,Producto_ID,Venta_uni_hoy,Venta_hoy,Dev_uni_proxima,Dev_proxima,Demanda_uni_equil
4,1140,1,4443,359681,37058,9,67.5,0,0,9
7,1616,1,1040,4569315,1146,1,21.39,0,0,1
4,1472,4,4913,2249330,43005,5,99.3,0,0,5
7,1556,1,1005,41690,43188,8,118.08,0,0,8
9,1165,8,3401,2411010,47611,3,51.45,0,0,3
4,1613,1,1129,492189,1220,4,30.56,0,0,4
5,1315,1,1283,7706136,1216,1,8.38,0,0,1
7,22362,1,1063,805690,31307,2,29.58,0,0,2
6,2217,1,1023,316177,3631,4,65.4,0,0,4
6,1936,1,2824,1782737,43274,3,15.57,0,0,3
6,1911,1,1061,103434,73,1,21.32,0,0,1
8,4040,1,2166,231916,35305,6,37.5,0,0,6
6,24539,1,4502,4462485,36262,3,8.88,0,0,3
5,1111,1,1101,50031,1232,1,18.24,0,0,1
9,4037,1,2207,1007450,36598,1,8.43,0,0,1
9,1219,1,1204,321959,1278,5,22.5,0,0,5
7,1549,1,1225,445653,36287,3,34.62,0,0,3
9,1911,1,1162,93275,1064,1,16.67,0,0,1
3,2653,1,1048,4698868,1160,1,18.86,0,0,1
9,1587,4,6646,1181523,35484,32,242.56,0,0,32
3,1613,1,1027,150660,3631,2,32.7,3,49.05,0
3,1530,1,1102,4672898,972,2,37.96,0,0,2
4,2019,1,1005,114948,2233,5,99.7,0,0,5
5,1333,1,1032,45111,1146,3,64.17,0,0,3
7,1615,1,1220,602927,1278,8,36,0,0,8
3,3213,1,2112,21557,43033,8,49.2,0,0,8
4,1463,1,1256,4629258,43207,5,15.1,0,0,5
5,23899,1,4501,2136143,1284,5,15.1,0,0,5
7,2044,1,2103,514519,30532,6,46.68,0,0,6
3,1215,1,1606,197678,4245,1,10.48,3,31.44,0
6,2275,4,6612,25500,1240,49,411.6,0,0,49
3,1633,1,1119,242258,1232,2,36.48,0,0,2
7,2032,1,1155,2312279,1240,5,41.9,0,0,5
4,1420,1,2131,40037,32937,8,56.32,0,0,8
5,1550,1,1113,4222828,31423,1,11.62,0,0,1
7,22560,1,1185,2174664,1232,6,109.44,0,0,6
3,1220,1,1425,2413295,1278,3,13.5,0,0,3
8,1347,1,1288,418054,1125,10,96,0,0,10
3,2214,1,1103,1951310,1238,1,9.83,0,0,1
7,2057,1,1268,271553,1125,15,144,0,0,15
4,1635,1,1117,3007766,1212,1,8.38,0,0,1
5,2054,1,2012,369999,43066,1,9.63,0,0,1
3,2215,1,1216,693877,48417,6,27.48,0,0,6
8,1315,1,1284,1299525,1250,7,53.48,0,0,7
9,1232,1,1008,4163697,1182,2,27.88,0,0,2
3,1333,1,1025,1448884,1129,3,52.8,0,0,3
7,1220,1,2104,4301317,30532,6,46.68,0,0,6
4,2235,1,1102,143090,1250,13,99.32,0,0,13
6,2071,1,1215,4104256,1242,6,45.84,0,0,6
3,1312,1,1227,4395583,35651,5,37.5,0,0,5
9,1112,1,1002,328091,31392,2,44.44,0,0,2
7,1332,1,1205,2240420,1242,4,30.56,0,0,4
4,2043,1,1254,1199938,1212,1,8.38,0,0,1
9,2077,4,6605,708054,1144,18,339.48,0,0,18
9,1555,1,1124,649793,43203,2,16.66,0,0,2
3,1588,2,1645,2263250,43203,13,106.08,0,0,13
6,2081,4,6604,764173,40450,4,73.6,0,0,4
5,1130,1,1483,4492707,1232,4,72.96,0,0,4
7,2644,1,2812,387765,30552,2,10.76,0,0,2
4,1549,1,2135,29004,30531,2,17.04,0,0,2
7,1140,1,1010,713889,1129,3,48,0,0,3
7,1222,1,1207,40352,31423,4,42.76,0,0,4
8,1349,1,1226,2359223,1250,2,15.28,0,0,2
4,1312,1,1115,101809,35651,11,82.5,0,0,11
3,1550,1,6504,2306722,4259,4,51,0,0,4
3,1338,1,1107,203129,8921,4,35.2,0,0,4
7,1116,1,1083,2036761,3631,2,32.7,0,0,2
4,1431,1,2824,1087054,30549,2,10.76,0,0,2
9,1123,1,1001,579765,2233,8,159.52,0,0,8
6,2044,1,1002,253458,2233,3,59.82,0,0,3
3,1235,1,1216,997520,1242,3,22.92,0,0,3
5,1463,1,1264,4189806,43179,3,28.8,0,0,3
4,1347,1,1053,136063,1150,8,111.68,0,0,8
5,1602,1,1203,1302296,42110,2,19.2,0,0,2
6,2653,1,4504,4661170,31310,4,25,0,0,4
7,1314,7,3347,19389,43316,21,171.15,0,0,21
5,1237,4,4901,4245653,8931,2,23,1,11.5,1
7,1629,1,1018,1407795,2233,2,39.88,0,0,2
6,2095,11,3914,1674620,35141,5,102.5,0,0,5
9,1471,1,4447,182977,43069,25,185.25,0,0,25
4,1346,1,2815,4547574,31467,1,9.99,0,0,1
3,1459,1,1115,145010,43196,5,41.9,0,0,5
4,1470,1,1138,1885659,43201,1,9.83,0,0,1
3,1955,1,1109,34216,1284,6,18.12,0,0,6
3,1344,1,1122,1849803,31423,7,74.83,0,0,7
8,1123,1,1058,4604610,1125,3,28.8,0,0,3
8,1335,1,2157,1361696,30552,2,10.76,0,0,2
5,1968,1,2113,1672690,30550,3,18.45,0,0,3
9,3219,1,1656,4450902,31719,2,15.18,0,0,2
8,1556,1,1109,155234,43203,5,41.65,0,0,5
6,1629,1,1010,7769915,1125,5,48,0,0,5
9,4010,1,5505,876516,30749,2,38.4,0,0,2
8,1340,4,6661,1538525,37005,9,76.5,0,0,9
6,1227,1,1126,8552,1230,3,50.01,0,0,3
3,3211,1,1614,2131200,9217,6,54,0,0,6
8,1344,1,1126,465468,43209,3,20.28,0,0,3
4,1344,1,1112,6074931,2425,6,27,0,0,6
6,1351,11,3921,2464986,35141,5,102.5,0,0,5
3,22560,1,2033,1255122,5000,10,52.8,0,0,10
3,1127,1,1008,619932,73,1,21.32,0,0,1
5,3213,1,1123,39117,35651,17,127.5,0,0,17
7,1470,1,5530,2255370,32815,3,21.15,0,0,3
4,1336,1,2114,4672859,32937,2,14.08,0,0,2
7,1451,1,1260,1000863,43207,2,6.04,0,0,2
7,2023,1,4414,5890719,34226,6,51.36,0,0,6
5,1914,1,2156,97275,36601,2,10.76,0,0,2
6,2072,1,1251,4639049,2425,23,103.5,0,0,23
8,1139,6,3204,1713970,35307,6,37.5,0,0,6
3,1310,1,2103,8000073,30555,3,16.14,0,0,3
4,1140,1,1622,1613977,4270,2,16.76,0,0,2
9,2012,1,1204,4295424,41938,1,9.91,0,0,1
4,2230,1,1238,4585916,1232,2,36.48,0,0,2
4,1334,1,2108,376436,30532,9,70.02,0,0,9
5,2240,1,1211,2134504,1230,1,16.67,0,0,1
4,2055,1,1267,202498,1232,1,18.24,0,0,1
5,1554,8,5702,2103833,34054,30,159,0,0,30
8,1912,1,1040,93687,46772,6,53.52,0,0,6
6,1335,1,1253,183387,2233,1,19.94,0,0,1
7,1952,1,1008,2319935,3631,2,32.7,0,0,2
5,1312,1,2178,4541292,43033,5,30.75,0,0,5
6,4017,4,4803,4461883,43039,18,168.84,0,0,18
4,2012,1,5015,7810703,31298,3,26.67,0,0,3
9,1453,1,1015,729840,34206,2,27.92,0,0,2
6,2234,1,1038,895055,31307,1,14.79,0,0,1
8,1378,1,1151,755714,3270,1,10.47,0,0,1
9,1217,1,1132,111477,1220,15,114.6,1,7.64,14
9,1310,4,6602,35209,1240,3,25.2,0,0,3
3,1140,1,2130,355615,43058,2,18.7,0,0,2
4,1213,1,1416,1415531,1216,12,100.56,0,0,12
3,1117,1,1070,1276626,1125,10,96,0,0,10
3,1470,1,1288,4557245,36711,3,22.5,0,0,3
5,3214,1,1630,4611810,31298,2,17.78,0,0,2
9,2040,1,4401,405183,31512,5,49.95,0,0,5
8,2267,6,3201,2256979,1220,1,7.64,0,0,1
3,1310,1,2802,900134,43065,2,13.52,0,0,2
4,1622,1,1603,2175400,4270,2,16.76,0,0,2
6,2032,1,1270,241812,2233,2,39.88,0,0,2
7,1232,1,1114,4329897,41938,10,99.1,0,0,10
7,1611,1,1012,194098,1182,11,153.34,0,0,11
3,2234,1,1238,1781027,1240,4,33.52,0,0,4
3,1340,1,2061,2297551,37058,3,22.5,0,0,3
3,1121,1,1454,164594,1250,26,198.64,0,0,26
8,1349,1,8002,4333233,36610,40,30.8,0,0,40
7,1337,1,1134,373823,2425,10,45,0,0,10
6,2653,1,2118,1296842,36304,1,6.15,0,0,1
8,3212,1,1419,176858,1064,1,16.67,0,0,1
7,1470,1,1153,172218,41843,11,75.46,0,0,11
3,1332,1,1116,365146,31423,2,21.38,0,0,2
7,2017,1,1283,4590040,1242,2,15.28,0,0,2
7,1239,1,2802,4253222,35453,3,13.32,0,0,3
3,1384,1,1012,4483994,2233,5,99.7,0,0,5
3,1146,4,1852,4462489,42087,1,15.46,0,0,1
7,1471,1,1123,178849,43203,6,45.84,0,0,6
7,1945,1,4152,1453184,43285,17,89.76,0,0,17
8,4037,1,1173,4124039,43203,7,53.48,0,0,7
4,24539,1,2802,2184608,30569,2,14.08,0,0,2
9,1330,1,1054,1923632,1146,30,641.7,0,0,30
7,3212,1,1431,731949,48417,2,9.16,0,0,2
8,2653,1,1132,6006245,47840,2,16,0,0,2
5,1330,1,1153,2293421,3270,2,20.94,0,0,2
9,2034,1,1144,249209,35651,5,37.5,0,0,5
9,1954,1,1118,996971,1687,2,37.96,0,0,2
4,1245,1,4553,1701508,43202,2,16.76,0,0,2
7,1534,1,1116,1374666,1250,2,15.28,0,0,2
5,1423,1,2020,223721,43307,10,52.8,0,0,10
5,2057,1,1264,933066,1109,1,15.01,0,0,1
5,1544,1,8001,4123912,1284,10,30.2,0,0,10
6,1697,1,1269,543812,1240,1,8.38,0,0,1
4,1245,1,4417,7808160,43064,1,8.15,0,0,1
7,3213,1,1426,33037,1278,10,45,0,0,10
3,1636,1,1202,477001,1278,6,27,0,0,6
7,2653,1,2016,2424569,43084,3,24.45,0,0,3
5,1245,1,2164,2003908,30555,4,21.52,0,0,4
8,1348,1,1243,4359956,2425,36,162,0,0,36
3,1617,1,1003,180927,1125,5,48,0,0,5
7,2215,1,1011,2264007,1146,2,42.78,0,0,2
4,2034,1,1037,4558815,1129,5,88,0,0,5
7,1625,1,1293,4618012,41938,4,39.64,0,0,4
7,2218,1,1004,71686,1129,3,53.6,0,0,3
7,1963,1,5015,616099,43040,3,18,0,0,3
7,1963,1,1210,616629,1284,18,54.36,0,0,18
4,1980,5,3004,653378,32861,165,1222.65,4,29.64,161
8,1150,4,6603,612588,3270,13,154.83,0,0,13
7,4037,1,1062,2331925,34206,4,55.84,0,0,4
8,2055,1,1068,202645,3631,2,32.7,0,0,2
8,2653,1,2003,1466988,31471,8,79.92,0,0,8
8,1245,1,1231,2365026,2233,1,19.94,0,0,1
9,1420,1,1019,1200523,34213,1,19.94,0,0,1
5,1337,1,1232,1646231,1242,10,76.4,0,0,10
6,4011,11,3915,10805,46062,960,13824,0,0,960
5,1121,1,1058,194634,2233,12,239.28,0,0,12
4,1635,1,2955,1065541,43058,1,9.35,0,0,1
4,1123,1,1252,702935,41938,1,9.91,0,0,1
4,1415,1,1013,683114,34892,8,128,0,0,8
5,1117,1,1462,694432,1240,5,41.9,0,0,5
6,1340,1,1068,256680,1146,5,106.95,0,0,5
8,1347,1,2086,135206,43274,11,57.09,0,0,11
6,1312,1,1120,104581,1284,15,45.3,0,0,15
3,2029,1,2120,6297214,31507,6,37.5,0,0,6
7,1339,1,1005,963522,2233,5,99.7,0,0,5
9,1954,1,5009,2097551,43000,9,33.3,0,0,9
8,2242,1,1103,1059487,1125,4,38.4,0,0,4
3,2057,1,2146,1912292,30572,10,62.5,0,0,10
3,1465,11,3906,4546759,43203,2,14.62,0,0,2
5,1137,1,1450,2313832,972,1,18.98,0,0,1
5,2213,1,1222,799106,1232,4,72.96,0,0,4
4,1384,1,1102,372090,1212,1,8.38,0,0,1
7,1911,1,1284,1824248,2425,8,36,0,0,8
5,1344,1,2804,2200961,43033,3,18.45,0,0,3
7,1312,1,1005,1314170,1109,5,75.05,0,0,5
8,2029,1,2123,232942,35305,27,168.75,0,0,27
4,1620,1,2112,301465,30575,5,31.25,0,0,5
5,1223,1,1254,4621605,1242,3,22.92,0,0,3
5,2013,1,2103,1793613,31310,11,68.75,0,0,11
4,1437,1,1103,295908,43203,4,30.56,0,0,4
3,2229,1,6510,1526081,40886,5,28.8,0,0,5
4,2060,1,2154,381292,31310,10,62.5,0,0,10
9,1602,11,5751,4218448,1278,11,49.5,0,0,11
7,1470,1,1131,26723,43209,3,20.28,0,0,3
7,2266,11,5710,1924884,6469,50,770,0,0,50
6,1911,1,1064,149257,2233,6,119.64,0,0,6
8,2211,1,4107,496123,43069,6,44.46,0,0,6
6,1628,1,4451,1576008,43084,1,8.15,1,8.15,0
7,1117,1,1618,2224893,72,3,11.1,0,0,3
5,2629,1,1255,311115,2233,1,19.94,0,0,1
6,1311,1,1071,188628,1160,13,245.18,0,0,13
7,1542,1,2053,4500813,35455,3,13.62,0,0,3
4,1546,1,1221,506082,1284,5,15.1,0,0,5
3,1912,1,1217,157198,73,3,63.96,0,0,3
3,2213,1,1245,1991829,1278,12,54,0,0,12
8,2018,1,1208,4066241,1182,3,41.82,0,0,3
3,22362,1,1157,1370665,1238,6,58.98,0,0,6
7,1963,1,1011,940804,1169,40,787.2,0,0,40
7,2239,1,2805,857387,3894,6,56.1,0,0,6
3,1337,1,1241,4469980,1284,6,18.12,0,0,6
4,1552,1,1236,1445228,43202,2,18.14,0,0,2
4,4013,4,4904,15988,43040,10,68.2,0,0,10
9,1259,7,3322,1854787,1160,3,56.58,0,0,3
5,1374,4,6652,4461023,42083,2,30.92,0,0,2
9,1224,1,1617,1417271,357,2,9.72,0,0,2
8,2013,1,1003,2465437,3631,3,49.05,0,0,3
7,1689,11,3911,4448397,31309,67,297.48,0,0,67
5,1656,1,1220,164528,1216,2,16.76,0,0,2
5,1137,1,1472,233624,1278,58,261,0,0,58
7,2213,1,1251,4529482,1250,2,15.28,0,0,2
7,1311,1,2024,150375,43064,5,40.75,0,0,5
5,1215,1,1415,198078,1278,22,99,0,0,22
5,1119,1,1465,412677,1278,17,76.5,0,0,17
3,2015,1,1214,2041160,1278,5,22.5,0,0,5
3,2220,1,4425,1013608,35132,4,41.84,0,0,4
6,1614,1,1235,4110700,1212,1,8.38,0,0,1
6,2055,1,2085,9566368,33671,1,9.99,0,0,1
3,2031,1,1053,1289580,1150,2,27.92,0,0,2
6,2044,1,1010,1870317,1160,2,37.72,0,0,2
7,22560,1,5513,348730,72,5,18.5,0,0,5
5,1337,1,1238,1396188,1250,1,7.64,0,0,1
5,2032,1,2865,507142,43147,2,9.08,0,0,2
5,1311,1,2026,187969,43069,4,29.64,0,0,4
4,1236,1,1127,175473,3270,1,10.47,0,0,1
4,1213,1,1409,350148,32819,3,26.67,0,0,3
8,1153,1,1130,559285,32819,3,26.67,0,0,3
5,2278,7,3302,309495,2233,15,299.1,0,0,15
4,2211,1,1003,4402558,1129,3,52.8,0,0,3
9,2215,1,1010,4183173,2233,74,1475.56,0,0,74
9,1544,1,2011,2053426,43064,5,40.75,0,0,5
5,1118,1,1032,9624261,6667,2,25,0,0,2
5,1339,1,1206,1642725,2233,8,159.52,0,0,8
4,1945,1,1162,747204,35651,7,52.5,0,0,7
7,1690,6,3202,1849431,40447,52,499.2,0,0,52
4,1213,1,1020,554533,1109,2,30.02,0,0,2
6,1130,1,1401,230656,1278,40,180,0,0,40
8,2235,1,1002,570063,1150,5,69.8,0,0,5
6,3221,1,1612,59008,9217,3,27,0,0,3
4,1698,1,2810,4293693,30532,5,38.9,0,0,5
4,1312,1,1016,4411737,6469,2,28.52,0,0,2
8,1336,1,1255,4287240,1146,2,42.78,0,0,2
6,2020,1,1236,274879,1220,1,7.64,0,0,1
5,2034,1,4487,253394,31467,2,19.98,0,0,2
3,1914,1,1117,384619,1230,1,16.67,0,0,1
7,1126,1,1406,433358,32819,2,17.78,0,0,2
7,1336,1,1169,4235159,1309,6,40.56,0,0,6
7,1122,1,1048,601399,1109,3,45.03,0,0,3
6,1617,1,1203,1314008,1240,1,8.38,0,0,1
5,1622,1,2857,4348199,43069,4,29.64,0,0,4
6,1227,1,1264,4400369,1250,3,22.92,0,0,3
9,2029,1,2124,2046023,30532,8,62.24,0,0,8
3,1122,1,1456,80733,972,2,37.96,0,0,2
8,2031,1,1149,4397564,2425,6,27,0,0,6
3,1146,4,6606,4241629,5328,6,55.62,0,0,6
5,24049,1,2902,1140339,3526,5,27.3,0,0,5
3,1628,1,2151,1952659,31467,4,39.96,0,0,4
7,1124,1,1004,170082,73,1,21.32,0,0,1
7,1147,4,6611,1915829,1160,2,38.52,0,0,2
3,1453,1,2031,92588,43316,1,8.15,0,0,1
4,1121,1,1054,1614138,2233,2,39.88,0,0,2
5,2044,1,2830,1037899,43064,1,8.15,0,0,1
8,1120,1,1467,940515,1230,1,16.67,0,0,1
9,4010,1,2008,7910884,37058,2,15,0,0,2
5,1912,1,1134,981160,1250,2,15.28,0,0,2
4,2044,1,1007,2330536,1160,1,18.86,0,0,1
4,4011,11,3933,2304103,43231,14,279.16,0,0,14
7,1130,1,1003,173771,1150,1,13.96,0,0,1
6,1617,1,1202,714737,1278,9,40.5,0,0,9
4,2015,1,4404,534760,43274,4,20.76,0,0,4
8,1227,1,1239,8142530,1278,6,27,0,0,6
5,2211,1,1142,4534857,3270,3,31.41,0,0,3
5,1235,1,1106,329618,1242,7,53.48,0,0,7
8,24539,1,900,4712857,35571,7,100.1,0,0,7
6,1310,1,2002,100933,43285,8,42.24,0,0,8
7,1340,1,1170,4549914,2425,22,99,0,0,22
5,1222,1,1206,52938,1150,1,13.96,0,0,1
8,1375,1,1112,4614074,2425,1,4.5,0,0,1
7,1112,1,1409,1209570,35651,1,7.5,0,0,1
4,2017,1,1082,132270,3144,2,42.64,0,0,2
6,2018,1,1201,4470392,35651,8,60,0,0,8
9,2037,1,1001,1020045,2233,10,199.4,0,0,10
6,2032,1,2057,2364222,43065,4,27.04,0,0,4
7,1968,1,2110,628697,46189,2,20,0,0,2
9,1236,1,1206,87775,1242,6,45.84,0,0,6
6,1626,1,2855,2135749,40886,1,5.76,0,0,1
6,1117,1,1612,4404937,35141,2,41,0,0,2
3,1588,2,1661,4693494,32953,0,0,5,78.6,0
9,1337,1,1132,2331908,35651,11,82.5,0,0,11
5,3213,1,1673,39900,323,2,16.3,0,0,2
7,1470,1,2018,2430486,43069,6,44.46,0,0,6
8,1471,1,4445,2121336,43307,4,21.12,0,0,4
3,1462,1,1103,125325,43209,3,20.28,0,0,3
4,1415,1,1112,1387999,43169,4,75.92,0,0,4
6,22362,1,2118,1159901,43058,4,37.4,0,0,4
7,2071,1,4447,4589218,43285,10,52.8,0,0,10
3,1245,1,1227,4585946,72,3,11.1,0,0,3
8,1631,1,1132,754265,1240,5,41.9,0,0,5
4,1963,4,6606,4450478,40447,12,121.32,0,0,12
6,3217,1,1104,117792,1240,2,16.76,0,0,2
5,1227,1,1238,2334081,1182,15,209.1,0,0,15
4,2241,1,4101,2050371,45143,40,30,0,0,40
4,1478,4,4801,1888704,43039,1,9.38,0,0,1
5,1216,1,2825,1044096,43069,3,22.23,0,0,3
3,2032,1,1161,283984,3270,3,31.41,0,0,3
5,1912,1,2107,257098,33871,5,38.9,0,0,5
9,1332,1,2063,2221574,44371,4,30.36,0,0,4
7,22090,1,4403,533993,43285,10,52.8,0,0,10
7,1124,1,1227,167419,972,1,18.98,0,0,1
7,2012,1,2155,1547605,32937,2,14.08,0,0,2
9,23669,1,2837,2420985,35305,1,6.25,0,0,1
7,1122,1,1067,2042367,1129,1,16,0,0,1
4,1120,1,1058,2094039,32802,3,35.73,0,0,3
3,1697,1,2822,4289596,34226,8,68.48,0,0,8
7,4040,1,5509,4420580,43215,2,20.28,0,0,2
7,1137,1,1070,30960,1146,12,256.68,0,0,12
3,3217,1,1003,2235834,1150,2,27.92,0,0,2
9,1112,1,1001,984808,1109,2,30.02,0,0,2
3,1223,1,1215,111804,1309,5,33.8,0,0,5
5,3223,7,3340,816262,47611,23,394.45,0,0,23
4,2030,1,2008,207868,43065,2,13.52,0,0,2
8,3215,1,4458,582393,43285,8,42.24,0,0,8
7,2060,1,2859,1750617,43147,5,22.7,0,0,5
9,25759,1,1227,7865271,36287,2,23.08,0,0,2
5,1333,1,1030,1500816,73,2,42.64,0,0,2
6,1612,1,1137,148137,1278,5,22.5,0,0,5
7,1124,1,1124,396538,1250,2,15.28,0,0,2
4,1275,4,6611,1944176,31513,17,186.32,0,0,17
9,2013,1,1017,115585,1129,11,193.6,0,0,11
4,4010,1,1259,4375138,35571,1,21.39,0,0,1
9,2018,1,1233,2346146,1220,14,106.96,0,0,14
3,1123,1,1214,1266380,1220,1,7.64,0,0,1
4,2213,1,1210,2448547,1309,1,6.76,0,0,1
9,1911,1,2161,880248,32940,8,62.24,0,0,8
9,1491,4,6628,30560,43186,2,45.92,0,0,2
9,1954,1,1019,116640,3631,3,49.05,0,0,3
8,2031,1,2151,1163557,43058,4,37.4,0,0,4
7,1111,1,1408,4207522,1687,1,18.98,0,0,1
4,1177,4,6603,4479474,1309,22,144.98,0,0,22
7,2072,1,1152,1967471,47840,3,24,0,0,3
9,1215,1,1011,1433490,1146,3,64.17,0,0,3
6,1557,1,2124,24837,30572,10,69.4,0,0,10
8,22414,1,1221,814364,1216,8,67.04,0,0,8
7,1544,1,1232,4441857,1146,2,42.78,0,0,2
5,4051,1,1226,4357184,34938,2,21.38,0,0,2
3,1447,11,3904,1610163,31507,15,93.75,0,0,15
6,2057,1,1252,4514213,3631,1,16.35,0,0,1
4,2237,1,1102,1897960,1230,1,16.67,0,0,1
3,1153,1,2129,923112,33871,3,23.34,0,0,3
9,1140,1,1428,4179655,41938,4,39.64,0,0,4
5,1595,4,6601,2090027,32409,5,48,0,0,5
8,1219,1,1219,4325579,1242,4,30.56,0,0,4
6,1336,1,1159,1821250,8921,5,40,0,0,5
6,1349,1,1125,802251,2425,2,9,0,0,2
9,2023,1,4412,3421964,43064,3,24.45,0,0,3
3,23879,1,1223,312625,34053,3,15.9,0,0,3
9,2628,4,6604,945079,35305,1,6.12,0,0,1
7,1351,1,1271,4430908,1146,4,85.56,0,0,4
8,1340,1,2053,698169,43069,6,44.46,0,0,6
7,4040,1,1005,1702962,34215,2,30.02,0,0,2
4,1111,1,1022,39186,1129,10,176,0,0,10
4,22560,1,1171,692648,3270,2,22.44,1,11.22,1
9,1629,1,1263,4420857,1220,5,38.2,0,0,5
7,2241,1,2801,2203808,5380,4,29.64,0,0,4
5,1120,1,1455,173377,31423,2,21.38,0,0,2
3,1378,1,1152,325598,48417,4,18.32,0,0,4
3,2071,1,1211,3201837,30946,0,0,3,11.25,0
7,1387,1,1112,6104076,1240,2,16.76,0,0,2
8,1384,1,8002,4692135,43285,8,42.24,0,0,8
9,1140,1,1426,2490866,31423,1,10.69,0,0,1
3,1223,1,1408,2495749,1309,2,13.52,0,0,2
5,1212,1,2801,4708989,43316,2,16.3,0,0,2
8,2240,1,4507,4546450,36610,40,30.8,0,0,40
4,2211,1,1101,465680,35651,5,37.5,0,0,5
6,3211,1,1616,337031,37187,1,7.41,0,0,1
6,1117,1,1469,971547,1284,17,51.34,0,0,17
6,2017,1,1166,1894177,2665,3,48,0,0,3
9,1116,1,1216,16469,1250,8,61.12,0,0,8
4,1332,1,2157,4185920,30572,3,18.75,0,0,3
5,1311,1,2024,1593737,43064,5,40.75,0,0,5
4,1635,1,2953,1806187,30532,9,70.02,0,0,9
6,2077,4,6604,1127834,1144,1,18.86,0,0,1
6,4051,1,2808,4334646,37058,1,7.5,0,0,1
9,2022,1,2054,538479,43285,5,26.4,0,0,5
4,4017,4,4804,10801,49028,7,75.6,0,0,7
6,1377,4,6615,4236149,5000,12,60.48,0,0,12
5,1237,1,2160,90561,31507,2,12.5,0,0,2
6,1213,1,1402,2220387,1278,7,31.5,0,0,7
4,1333,1,1121,1887175,1216,2,16.76,0,0,2
5,1374,4,6651,48608,5917,7,96.46,0,0,7
8,1349,1,1221,801844,1284,4,12.08,0,0,4
5,1237,1,1262,4343064,34868,8,24.16,0,0,8
9,22187,1,1254,1002884,1250,2,15.28,0,0,2
6,4046,1,2128,116281,30549,8,43.04,0,0,8
8,2011,4,6619,1353005,40447,10,108,0,0,10
5,1126,1,1406,1126347,31423,4,42.76,0,0,4
8,2018,1,1204,132445,1242,4,30.56,0,0,4
3,1556,1,2006,497497,5380,13,105.95,0,0,13
6,2065,11,3904,45947,43285,10,52.8,0,0,10
5,1338,1,1206,4545169,46772,28,249.76,0,0,28
5,1223,1,2166,1758277,32937,2,14.08,0,0,2
7,4051,1,2011,1073886,40680,4,27.44,0,0,4
8,1110,7,3316,1688801,323,1,8.15,0,0,1
7,2043,1,2051,237015,43066,5,48.15,0,0,5
5,1347,1,2087,136624,43069,6,44.46,0,0,6
7,1222,1,1419,42687,1216,2,16.76,0,0,2
8,2270,6,3204,4445552,6469,24,342.24,0,0,24
8,2082,4,4903,4438887,34053,15,76.8,0,0,15
3,1232,1,1217,4698967,1250,3,22.92,6,45.84,0
7,1632,1,1221,263694,1125,2,19.2,0,0,2
5,1113,1,1603,4337740,2505,3,22.56,0,0,3
9,1437,1,2104,193195,30569,4,28.16,0,0,4
6,2263,1,1124,1684656,6469,6,88.86,0,0,6
3,1614,1,1127,991045,31423,1,10.69,0,0,1
3,1140,1,1629,2123398,35141,3,61.5,0,0,3
9,2057,1,1059,9583179,1125,1,9.6,0,0,1
6,1552,1,1039,4392264,43159,3,31.2,0,0,3
9,1616,1,2815,298284,35309,4,25,0,0,4
5,2032,1,5059,504222,35107,1,5.46,0,0,1
8,2263,1,1132,1440660,972,1,19.54,0,0,1
8,2017,1,1062,4393309,1146,1,21.39,0,0,1
6,1130,1,1401,1279934,1230,1,16.67,0,0,1
8,1339,1,2103,45574,35516,2,10.92,0,0,2
9,25759,1,1131,411339,43201,2,21.18,0,0,2
5,1620,1,2816,2313774,43307,7,36.96,0,0,7
5,2013,1,2860,9151,43285,10,52.8,0,0,10
3,23669,1,2839,4342677,30532,2,15.56,0,0,2
5,2032,1,1057,1370048,1129,8,140.8,0,0,8
5,2057,1,1270,995207,1146,1,21.39,0,0,1
9,2022,1,1652,1313951,45143,1,0.75,0,0,1
4,1530,1,1102,1694555,1240,2,16.76,0,0,2
7,1347,1,2085,4558982,43285,6,31.68,0,0,6
4,1140,1,4449,4566963,43065,2,13.52,0,0,2
4,1679,7,5713,2097874,1250,2,15.28,0,0,2
3,1636,1,1007,4292986,1125,8,76.8,0,0,8
4,1470,1,1139,209814,43210,2,13.54,0,0,2
6,1221,1,4414,58682,43064,1,8.15,0,0,1
9,1168,2,72,1284395,34793,30,1651.2,0,0,30
8,1340,1,2068,251505,43064,6,48.9,0,0,6
7,2211,1,1143,1118285,34868,16,48.32,0,0,16
7,1470,1,1164,4437239,43210,4,27.08,0,0,4
4,1541,1,2101,247955,30571,5,31.25,0,0,5
9,1415,1,1242,1315577,43197,2,16.76,0,0,2
3,1220,1,1610,902937,31298,4,35.56,0,0,4
4,2030,1,2015,208033,43274,4,20.76,0,0,4
4,2040,1,1111,47231,1309,6,40.56,0,0,6
4,1120,1,1465,16310,1240,19,159.22,0,0,19
3,2044,1,1007,1900539,1109,2,30.02,0,0,2
3,1221,1,2104,2106560,30532,6,46.68,0,0,6
3,1968,1,2013,1672690,34227,4,37.04,0,0,4
6,1117,1,1283,4740312,3270,2,20.94,0,0,2
7,2055,1,2123,4686224,30548,3,16.14,0,0,3
5,24049,1,5001,4452750,32860,4,21.84,0,0,4
7,1222,1,1216,2389607,1250,3,22.92,0,0,3
5,1227,1,1250,4372068,1240,5,41.9,0,0,5
9,1124,1,2141,2250809,30532,3,23.34,0,0,3
